,movie_title,article_link,text
35,Five Feet Apart,http://www.nytimes.com/2019/03/14/movies/five-feet-apart-review.html,"In “Five Feet Apart,” Stella (Haley Lu Richardson) is a teenager with cystic fibrosis. Will (Cole Sprouse), a newcomer to the hospital where she resides, also has the disease and is undergoing a drug trial for an antibiotic-resistant infection. They don’t mesh, at first. She is obsessive-compulsive and effusive; she dutifully takes her meds and keeps a YouTube diary about her life. He is a brooding artist and rule-breaker convinced that they are breathing borrowed air. Because of the risk of cross-infection, they must stay six feet apart. Five feet, as measured by the pool cue they carry between them, will be their eventual concession to love and living dangerously. Promoted by the Cystic Fibrosis Foundation as an awareness tool, “Five Feet Apart” is better made than a synopsis suggests. To maintain the illusion of intimacy, the director, Justin Baldoni, plays tricks with focal lengths, often framing Richardson and Sprouse so that they appear close together before cutting to a wide shot that shows them far apart. Richardson, previously wonderful with good material (“Columbus,” “Support the Girls”), here cements her genius status by finding depths beyond the contrived screenplay. The cast’s schlock redemption efforts only go so far in a story that stacks the deck with a tragedy in Stella’s family and a series of increasingly implausible rendezvous between Stella and Will. You can set your watch to what happens to Stella’s best friend (Moises Arias), also a patient, and the last act is a supernova of shamelessness. But even then, this weepie is tough to resist entirely."
36,The Highwaymen,http://www.nytimes.com/2019/03/14/movies/the-highwaymen-review.html,"To call “The Highwaymen” revisionist — or even reactionary — would be an understatement. This retelling of the Bonnie and Clyde story is not content to posit that those two Depression-era outlaws got what they deserved when they died in a hail of bullets on a Louisiana back road. It has a sackful of bones to pick with the modern world as a whole. Violent criminals are a problem, yes, but so are movies, airplanes, car radios, women in politics, newspapers — you name it. If Grandpa Simpson could figure out how to get himself a Netflix subscription, this movie would be the whole algorithm. I’m here to say I didn’t entirely hate it. As Bonnie Parker and Clyde Barrow rampage across a half-dozen states, the governor of Texas, Miriam “Ma” Ferguson (Kathy Bates), is persuaded by her head law enforcement honcho, Lee Simmons (John Carroll Lynch), to bring a couple of old Texas Rangers out of retirement. The governor has disbanded the Rangers and brags about raising taxes to replace them with a more up-to-date police force. J. Edgar Hoover is doing the same thing at the federal level, and while we never see Hoover’s face we do hear him called a “high-flying sissy” by one of our heroes. Hoover’s men are smug, citified so-and-sos in trim suits who set great store by fancy crime-fighting techniques like fingerprint analysis, wiretaps, two-way radios and aerial surveillance. The ex-Rangers, reclassified as highway patrolmen for their new mission, prefer to rely on horse sense and cowboy folk wisdom. “Outlaws and mustangs always come home,” says Frank Hamer (Kevin Costner), the older, gruffer one. He reckons that Bonnie and Clyde will circle back to the Dallas neighborhood where they grew up. He’s mostly right, but the feds and other busybodies keep getting in the way. The plan is not to take the fugitives alive. Before he sets out in pursuit — and before he’s joined by his erstwhile partner, Maney Gault (Woody Harrelson) — Frank purchases a small arsenal at a Lubbock gun shop. Even though he’s a bit rusty on the draw, Frank is a professional, and he takes the job personally. Barrow and Parker’s slaughter of police officers enrages him, and he’s disgusted by the aura of Robin Hood chic that has gathered around them. Graffiti on a rural water tower reads “Go Bonnie and Clyde!” Young women sport berets in imitation of Bonnie’s signature look. “Coldblooded killers who are more adored than movie stars” is Lee Simmons’s assessment. Directed by John Lee Hancock (“The Blind Side”) from a script by John Fusco, “The Highwaymen” offers itself as a corrective to one of the most famous — and in its day controversial — products of 1960s Hollywood. “Bonnie and Clyde” magnified the mystique of ’30s bank robbers by refracting it through the lens of counterculture revolt. This movie opposes that one with every fiber of its ornery being, including by its insistence on procedural tedium over cinematic excitement. It’s no less violent than “Bonnie and Clyde,” but it’s in a much worse mood. “They aren’t human anymore,” Frank says, referring to the gun-crazy kids he’s determined to bring down. The filmmakers support this thesis by keeping Bonnie and Clyde’s faces offscreen until the very end. They’re meant to be monsters, but also ciphers and symbols of a world gone wrong. Frank and Maney carry their own share of metaphorical baggage. American movies vacillate endlessly between the worship of lawmen and the romance of outlaws, but few are as dogmatically one-sided as this one. With all respect to Harrelson and Costner, they aren’t about to compete with 1967-vintage Faye Dunaway and Warren Beatty in the sex-appeal department. Hancock compensates by eliminating sex appeal altogether, replacing it with stubborn, grouchy belligerence. This can be kind of touching — the spectacle of old guys muttering and wheezing can have that effect — and kind of fun, too. Frank, superfluously described as a “grump” by one of his wife’s genteel friends, lives in comfortable retirement with said wife (Kim Dickens, too briefly) and his pet javelina. Maney has it rougher, living in a shack on foreclosed land with his daughter and her family, with no job and a taste for liquor. He’s the drinker. Frank, a crumpled pack of Luckies in his shirt pocket, is the smoker. Frank is the alpha: stern in his morality, steady in his judgment, slow to smile. Maney is the sidekick: jokey, annoying, troubled by his conscience and haunted by the memory of men he has killed. He doesn’t like the idea of shooting a woman, or gunning down a man without warning. His sensitivity provides a foil for Frank’s unbending righteousness, and also an alibi for bleeding-heart viewers who might find themselves enjoying this tale of rough justice in spite of themselves. Costner and Harrelson generally give pretty good value. This isn’t an especially good movie — it’s too long, too drenched in Thomas Newman’s cloyingly eclectic score, too full of speechifying and self-regard — but it is a coherent one, with the courage of its vengeful, murderous, politically terrifying convictions."
40,Us,http://www.nytimes.com/2020/01/08/movies/earth-review.html,"The day after I watched the documentary “Earth,” I spent time working in my garden, digging, planting, getting my hands dirty. I didn’t grow up gardening and I’m not especially good at it. Even so, when I’m not inadvertently killing plants, I find it satisfying tending the yard. It’s a small pleasure, though given what the domination of nature has wrought, also a paradoxical one. More than 12 million acres have burned in Australia as of this week and, as this movie reminds you, there is no escaping complicity in what the environmentalist Bill McKibben has called “the end of nature.” While gardening, I kept thinking about “Earth,” which offers a look at how humans — by excavating, by tunneling, by fetishizing Carrara marble countertops — are changing material existence. The displacement of earth in the documentary is on a far larger, more dramatic scale than what any casual gardener does, true, but the movie is a stark reminder that someone, at some point, cleared and gouged the land to build that gardener’s house, streets and city. This isn’t news, but it is still sobering to see the planet ruined one backhoe at a time. The movie opens with a fixed, perfectly framed shot of a dun-colored, gently sloping terrain. The place is somewhere in the San Fernando Valley, a huge swath just north of the Los Angeles basin. Centuries ago, the area was a prairie alive with people, flora and fauna, including the now-extinct California grizzly. Over time, much of this life was supplanted by non-native settlers, livestock, citrus groves, film studios, tract housing and that pop-culture cliché called the Valley Girl. In “Earth,” the area’s continued expansion is bleakly expressed by a parade of bulldozers and backhoes that, from a distance, appear to be engaged in a perverse, choreographed dance. The men operating those machines are cutting mountains for a development, which is as mesmerizing to watch as it is appalling to think about. You grasp the enormous scale of this project from the long shots that the director Nikolaus Geyrhalter (“Our Daily Bread”) liberally uses. These shots tend either to render people invisible (when inside the machines they operate) or to turn them into undifferentiated specks. There’s a strangely paradoxical and dystopian quality to these visions, which are at once wholly human and inhuman. If this were science fiction, you could say the machines had already risen, which would be almost reassuring in its nihilistic finality. Geyrhalter’s filmmaking is cool, measured and almost clinical. Serving as his own cinematographer, he gives the movie pictorial grace and balance (his framing is impeccable) but not too much beauty, as is appropriate given the material. You marvel at, and think about, the sites instead of the virtuosity of his filmmaking, and listen to the people he interviews, what they say and what they pointedly don’t. Here and there — in a Spanish copper mine, an Austrian tunnel, an Italian quarry — earth moving, digging and drilling is taking place on a staggering scale. It’s altering the planet’s crust, that thin outermost layer which constitutes about 1 percent of its volume. Geyrhalter introduces each of the seven sites in the movie with an overhead shot, the kind that’s often called a bird’s-eye (or God’s-eye) view but is now more associated with Google Earth. This shift in how we describe our world (from birds to software) is itself instructive. “Earth” belongs to an unsettling group of movies about the Anthropocene, a classification that’s used to distinguish our human-influenced geological epoch. In 2000, the scientists Paul J. Crutzen and Eugene F. Stoermer traced the start of this new era to the latter part of the 18th century, noting the ravages that have come since: a human population explosion, species extinctions, greenhouse gases and all the grim rest. “Without major catastrophes like an enormous volcanic eruption,” Crutzen and Stoermer wrote, “mankind will remain a major geological force for many millennia, maybe millions of years, to come.” You would think from this diagnosis and from everything in “Earth,” with its eerily ravaged landscapes, that Geyrhalter’s documentary would be too painful to watch. And it can be tough going. Yet, despite its apocalyptic visions, it feels curiously optimistic because Geyrhalter hasn’t given up on us. It would have been easy to rile us up, to exploit our tears and fears. But only an idealist treats his audience with as much respect as he does here. And only an idealist invites his audience to look at the world as closely and deeply as he does as he reminds us that it is only by seeing — really seeing — the world as it exists, that we stand any chance at all of saving it. Earth Not rated. In German, English, Spanish, Hungarian and Italian, with subtitles. Running time: 1 hour 55 minutes."
41,Hotel Mumbai,http://www.nytimes.com/2019/03/21/movies/hotel-mumbai-review.html,"Like “United 93,” “Hotel Mumbai” begins from the uncomfortable premise of turning an actual terrorist incident into material for a dramatized suspense feature. In November 2008, 10 men unleashed gunfire and grenade assaults across Mumbai, killing more than 160 people. The film, inspired by a documentary, “Surviving Mumbai,” relays these events from the vantage points of a sprawling international ensemble. The characters, many of them composites, are the guests and staff members of the Taj Mahal Palace & Tower Hotel, one of two luxury hotels the terrorists targeted, and where more than 30 died during the siege. An affluent couple (Nazanin Boniadi and Armie Hammer) leave their newborn upstairs with the nanny (Tilda Cobham-Hervey) to enjoy their dinner date in the hotel restaurant. A high-rolling Russian (Jason Isaacs) plans to spend the evening cavorting with local escorts. The heroic hotel employees include the head chef (Anupam Kher) and a Sikh waiter (Dev Patel) who shows up to work that day without proper footwear but begs to stay, needing the shift. Anthony Maras, making his first feature, interweaves these threads with precision and clarity, conveying an impressive sense of the hotel layout, the confusion of the circumstances and the visceral fear of hiding from the gunmen. (The opulent hotel was re-created in both Mumbai and Adelaide, Australia.) But the more involving “Hotel Mumbai” plays in the moment, the queasier it seems in retrospect. It reduces the randomness of real-life bloodshed to the slick thrills of a popcorn movie. And after the mosque attacks in Christchurch, which led the film’s distributor in New Zealand to suspend the movie’s release there, its savagery is especially difficult to take."
42,The Dirt,http://www.nytimes.com/2019/03/22/movies/the-dirt-review.html,"Mötley Crüe’s first gig, as dramatized in Jeff Tremaine’s Netflix adaptation of the band’s memoir, “The Dirt,” does not go well. The drummer, Tommy Lee, knocks over a cymbal before anyone plays a note; the crowd’s heckling turns into a full-on brawl. But when that fight is over, a guy in the back punctures the silence to scream, “[Expletive] yeah, Mötley Crüe!” And that sentiment is an apt summation of the approach and complexity of this tepid, incompetent biopic. The book version, attributed to all four members and the writer Neil Strauss, was a notorious tell-all, reveling in the group’s bad behavior and self-mythologizing. But Tremaine and the screenwriters Rich Wilkes and Amanda Adelson have sanded it down to a junior varsity “Bohemian Rhapsody,” complete with many of the same crude devices: embarrassingly bad wigs, hilariously on-the-nose needle drops (the band plays “Take Me to the Top” as they go … to the top) and declamatory, subtext-free dialogue. As with “Bohemian,” the result is the kind of paint-by-numbers storytelling that “Walk Hard” should have smothered in its crib over a decade ago. Tremaine’s staging is as convincing as an ’80s-themed party at an insurance office, and the film is shot with all the visual punch of a period Bud Light commercial. The nonstop preening and partying of the first half is exhausting, but the comedown, in which Tremaine attempts to rearrange the film into a serious character drama, is downright painful. The filmmakers try desperately to have it both ways, flipping from cheerful hedonism to “Reefer Madness”-style moralizing. The complexities of addiction seems out of their grasp. Biopics love to dazzle us with their try-hard verisimilitude, and this one gives us nearly 10 minutes of end-credit split-screen comparisons between the real Crüe and the movie Crüe, presumably so we can marvel at the skill of the duplication. But that’s cosplay, not moviemaking. Until then, “The Dirt” plays like an ill-advised remake of “This Is Spinal Tap” — one in which all the laughs are unintentional."
43,Dumbo,http://www.nytimes.com/2019/03/27/movies/dumbo-review.html,"In his live-action remake of Disney’s “Dumbo,” Tim Burton plays with a legacy that he has helped burnish for decades, only to set it gleefully ablaze. Ho-hum until it takes a turn toward the fascinatingly weird, the movie is a welcome declaration of artistic independence for Burton, who often strains against aesthetic and industrial restrictions. Watching him cut loose (more recklessly than his flying baby elephant) is by far the most unexpected pleasure of this movie, which dusts off the 1941 animated charmer with exhilaratingly demented spirit. One of Disney’s simplest, sweetest heart-tuggers (with some queasy racial stereotypes), the original “Dumbo” tells the story of a wee circus elephant whose enormous flappy ears enable him to fly. Based on a children’s book, it was made fast and proved a terrific success. The straightforward story might not have seemed an obvious choice for an auteurist project, particularly given this one’s cultivated eccentricities. But “Dumbo” is among the seemingly endless number of animated movies that Disney is giving a live-action makeover: “Jungle Book,” “The Lion King,” “Aladdin,” “Mulan,” “The Sword in the Stone,” and on and on until the end of the world (or movies) as we know it. For roughly the first half-hour of the new “Dumbo,” Burton seems on autopilot as he introduces the characters and sets the old-timey scene with an otherworldly pale palette. (The script is by Ehren Kruger, whose credits include “The Brothers Grimm” and several “Transformers” movies.) The story opens in 1919 at a down-and-out circus owned by Max Medici (Danny DeVito, pumping life into his scenes), a ringmaster who presides over the movie’s busily milling, child-friendly freaks and geeks. By the time an earnest, tamped-down Colin Farrell enters as Holt, a big-tent trick rider turned disabled World War I veteran, the near two-hour running time feels a lot like a threat. [Need help deciding what movies or TV shows to stream next? Subscribe to our Watching newsletter.] Things pick up when baby Dumbo arrives in a makeshift birthing bed. Now a digital cutie with gargantuan ears that hang off each side of his head like heavy leather curtains, the newest, littlest circus addition is conspicuously more animal than his childlike antecedent. Like the original, this Dumbo doesn’t speak, which perhaps is why Burton focuses on his unnaturally large, expressive eyes. (He’s an Indian elephant, so his trunk has one searching finger.) Those eyes moisten a lot, including when Holt’s drearily conceptualized and motherless — of course! — children (Nico Parker and Finley Hobbins) comfort Dumbo after his protective mom is sent to elephant jail. In time, the kids help teach Dumbo to fly, coaxing him with a feather he snuffles into his trunk: He sneezes, and the exhalation sends him up. When he finally achieves genuine liftoff, soaring around the interior of the circus’s one-ring tent, Burton does, too. It’s ticklish fun to watch baby elephants of any kind, including an airborne one. That’s true even if Dumbo’s flights prove increasingly bleak because he’s at the mercy of some very bad people. Humans are secondary attractions in the 1941 movie (its animals are people proxies) but they crowd the remake. Most are just generic placeholders, but a few are strikingly brutal exploiters, none more so than V. A. Vandevere, a subversive invention. Played by Michael Keaton in full live-wire mode, Vandevere is a stereotypical Richie Rich screen villain with a shadowy lair; dark designs; a wolfish smile; and a silky, possibly fatal femme, Colette (Eva Green, who adds some steel filament to a bauble). Keaton makes the character more memorable than most anyone here; Vandevere seems ready to dangerously pop. What makes him particularly arresting, though, is that he owns a sprawling, impersonal amusement park named Dreamland that is filled with menace and with attractions — Nightmare Island, Wonders of Science, Rocket to the Future and the ominously named Colosseum — that suggest a Disneyland Bizarro World. At first, Dreamland seems like just another reflexive flourish in a film about a group of ragtag struggling entertainers rescued by a star. There are a lot of movies about movies, and the default is generally self-flattering even at its most cynical. Disney’s have long been de facto advertisements for the company’s even more profitable offscreen world; its animated “Hercules” actually features a Hercules Store with merch that mirrors the stuff sold offscreen. In “Dumbo,” Burton takes this self-referential impulse to a startling level through the representation of its Walt Disney-style impresario — who speaks of magic and mystique — and then by lighting the whole shebang on fire. By the time Holt is galloping through flames and Vandevere is threatening to kill Dumbo’s mom — matricide being a studio signature — the movie has gone enjoyably bonkers. The animals are roaring, the workers are revolting, and Burton has merrily turned what could have been another remake into something genuinely different and surprising. What exactly it is will partly depend on your view toward Disney. So it’s worth noting that for all the tumult and fury, this can also feel a bit like a bittersweet origin story: 1919 was the same year that the teenage Walt returned from war and was hired by a commercial art shop where he met Ub Iwerks, who helped create Mickey Mouse. “They’re paying me to draw pictures,” Walt said, voicing the joy of creation that is too often missing in his company’s later movies but here burns with a vengeance."
44,The Beach Bum,http://www.nytimes.com/2019/03/27/movies/the-beach-bum-review.html,"“That’s great poetry,” Moondog says near the end of “The Beach Bum,” delivering a verdict on his own work. A bit later, after a literally explosive bacchanal during which bales of cash and a sailboat are set alight, he declares the evening “a blast,” inserting an expletive for emphasis. Those two statements pretty much sum up what this movie, the latest from Harmony Korine, thinks of itself. Chronicling a hectic season in the life of its hero (a defiantly unkempt Matthew McConaughey), “The Beach Bum” is intoxicated by its own shaggy lyricism and committed to an ethic of unapologetic hedonism. Moondog is a genius. He will be the first to tell you so, but everyone else is quick to agree: his wife, Minnie (Isla Fisher); their daughter, Heather (Stefania LaVie Owen); Moondog’s agent (Jonah Hill, doing an accent somewhere between Truman Capote and Foghorn Leghorn); the judge (Jo Marie Payton) who sends the poet off to rehab. Moondog quotes D.H. Lawrence and Charles Baudelaire from memory, so there’s nothing wrong with his taste. Twice he shares a verse of his own, a brief paean to his penis. He takes the stage at bars and parties in Key West and other parts of South Florida, reciting off-the-cuff odes that, if you were drunk enough, might put you in mind of Walt Whitman, Allen Ginsberg or maybe Henry Miller. Even with all the tequila in Margaritaville, I will never be that drunk. Speaking of which, Jimmy Buffett is in this movie, playing himself. Snoop Dogg is in it, too, as Moondog’s drug-dealer best friend, Ray (short for Lingerie), and the high point comes when the two musicians collaborate on an impromptu ballad in Moondog’s honor. There is some other fun stuff, too — beautiful shots of the evening sky over Miami; good-time music that takes you back to the ’70s and ’80s; Zac Efron and Martin Lawrence in manic cameos — but nobody sitting in the theater or on the couch will experience as much pleasure as the people onscreen. Available evidence suggests that the movie was a total blast to make. One of Korine’s distinctions as a filmmaker is his total commitment to his characters. He does not judge, scold or moralize, but follows the misfit children of his imagination as far beyond respectability as they will take him. Sometimes this is repellent, sometimes provocative, sometimes even — in “Spring Breakers,” at least — profound. “The Beach Bum” is none of these. Its soul is sentimental, conventional and timid in spite of its hero’s bravado. Moondog may seem like a fearless free spirit, but the movie he lives in is as risk averse and conflict avoidant as a toddler’s bedtime story. Like a toddler, Moondog — whose Hawaiian-print suits look like pajamas accessorized with a diaper-like fanny pack — is a creature of pure narcissistic impulse. He will never say no to a drink, a joint, a line of cocaine or a sexually available woman, and nobody ever says no to him either. Some things happen that might, in other circumstances, put a damper on the good times. Minnie is having an affair with Ray. Heather is getting married. Someone close to Moondog dies, and he is sent off to rehab. Also, an enormous inheritance is held in escrow until Moondog finishes his next masterpiece. None of this changes anything. It’s not that Moondog overcomes adversity. Adversity doesn’t exist in his universe. Korine’s loyalty to the character — his protective impulse to shield Moondog from any criticism — is so intense that any hint that his behavior might have troubling implications is banished from consideration. The only person who doesn’t like Moondog is Heather’s fiancé (Joshua Ritter), who is given a demeaning nickname and branded as a hopeless square. But without anyone or anything to rebel against, Moondog turns into a bore. McConaughey, for his part, tries to locate the limit of his charm and succeeds much too quickly. Wonderful though it is to see him with a white kitten, in homage to Anita Ekberg in “La Dolce Vita,” it is less enchanting to be subjected to his gales of forced laughter. At least we can’t smell Moondog’s breath, or see what he is composing on his portable typewriter. But it’s hard to miss the stale air that surrounds him. What “The Beach Bum” celebrates as transgression is pure tedium. What it takes for divine lunacy is frat house doggerel. The booze flows freely. The women are topless and ornamental. The cars and boats are fast and expensive. There’s nothing much worth writing about."
46,Shazam!,http://www.nytimes.com/2019/04/03/movies/shazam-review.html,"Ever since Christopher Nolan took Batman to their mutually productive dark place, the DC cinematic super-universe has been as somber as a grave. There have been exceptions, shimmers of light amid the doom. Outside the animated realm, though, the stories and mood have been downbeat, matched by hues that range from drab to black amid bilious green, raging purple and watery blue. Even the “S” on Superman’s chest looks drained of cheer, more like dried blood than some candy-colored delight. Given this, the bright, popping red of the superhero costume in “Shazam!” is an early warning sign, as obvious as a matador’s cape, that the dreary and crepuscular have given way to something less self-serious and end-of-the-world grim. It’s a nice change of pace for a big-screen mega-comic, if not a revolutionary shift. There are still a lot of brand shilling and the usual tediously overextended fights, ka-pow and ka-boom. But these are delivered via Shazam, a charmingly breezy avenger in tights once known as Captain Marvel, a.k.a. the World’s Mightiest Mortal, or as I thought of him going in: Who? The answer emerges piecemeal in “Shazam!,” another movie about a superhero with dual-identity issues. Here, the divided self begins with Billy (Asher Angel, a relaxed, natural presence), a foundling with pluck, heart and a sob story. He’s on a mission to find his mother (longish story), a journey that — as sometimes happens in male quests — leads him to a surrogate father. This one is an ancient wizard called, ta-da, Wizard (Djimon Hounsou in a comic Halloween-ish get-up), who passes his magic to Billy. Once back in his normal realm, Billy discovers that he can tap great powers by saying the word “shazam,” which turns him into a hero with an adult body (Zachary Levi). If this sounds familiar — the Moses-like savior who learns he’s meant for greatness — it’s because the character was conceived to compete with Superman. Yet because Shazam isn’t as well known as Supes et al., he’s not as weighed down with fan expectations, the fate of the world and auteurist aspirations. The filmmakers (Henry Gayden wrote the script, David F. Sandberg directed) adhere to the heroic template, which means there’s a regulation villain (the reliably watchable Mark Strong) with schemes. But they also fill in the faces and places, and add enough shading and color to Billy’s world that when his inevitable fight against evil happens it feels as if something more than the box office is at stake. Of course a franchise may be at stake, though considering how often the movie name drops Batman and Superman, it can’t help but feel as if the entire DC movie world is on the line. And maybe Shazam is a risk, just because he’s an unfamiliar avenger in a wildly overcrowded field. Created in 1939, the character was originally called Captain Marvel (and physically modeled on the actor Fred MacMurray). But for legal reasons, Captain Marvel went into storage only to be later resurrected by DC as Shazam. (DC’s longtime foe, Marvel Comics, managed to trademark the character’s first name for the avenger currently played by Brie Larson in “Captain Marvel.”) The new movie quickly dusts off the Shazam story, first by grounding it in Billy, a sweet, if somewhat melancholic mischief maker who soon becomes an appealing protagonist. The opening scene involving a couple of dimwit cops feels as ancient as a Bowery Boys movie, perhaps intentionally. Things soon settle into an easy, everyday groove when Billy moves into a new foster home, a sprawl populated by kids (Jack Dylan Grazer, among them) who are generally cute instead of cutesy. Tenderly overseen by Rosa and Victor (Marta Milans and Cooper Andrews), the house has a lived-in coziness, a warmth and security that feels as unforced as the mix of ethnicities and races. Once Billy says that magic word and his supersized alter ego appears, the movie goes to its happy place and comfortably embraces its own identity as a light, jocular, modest entertainment. Levi is best known for his television roles (“Chuck,” “The Marvelous Mrs. Maisel”), but he easily scales up for the big screen. He can look like a beefier, tougher John Krasinski; as Shazam, though, Levi is pure cartoon, from his bootblacked helmet of hair to his tumescent musculature. Ken-doll plastic and handsome, he is an ideal, suitably absurd figure on which to hang an old-fashioned hero with a satiny high-collared cape and a fat yellow arrow suggestively pointing down. The arrow is a winking joke and as subtle as the nod to the Tom Hanks body-swapping comedy “Big.” It’s also a reminder of Billy’s larger human journey, a metamorphosis that remains humorously, identifiably awkward, even as he wills his inner super-adult to heroic life. Angel’s performance lays the groundwork for the character — and keeps him tethered to reality — while Levi lifts Shazam up with an exuberant turn that conveys the delight of Billy’s extreme transformation as well as its lingering adolescent ungainliness and excess. It’s one thing to fight evil, but Shazam’s eye-popping, slack-jawed, discordant physicality is a reminder that it’s just as tough to get a grip on yourself."
47,Pet Sematary,http://www.nytimes.com/2019/04/04/movies/pet-sematary-review.html,"Stephen King is so monumentally productive, even now, five decades into his career, that it’s hard to nail down the peaks of his bibliography. But critics and fans agree that his 1983 novel “Pet Sematary” was something special, and especially horrific. The story of an attractive American family finding terror in a new home credibly wedded Edgar Allan Poe’s twitchy, stiff-necked dread with the fetid, swampy atmospherics of a 1950s EC horror comic. The Creeds, Louis and Rachel and their young children, Ellie and Gage, move to rustic Maine and find out their property includes a creepy burial ground for pets, and behind that, an even creepier burial ground where the loved ones interred “come back,” as the Creeds’s avuncular neighbor, Jud, puts it. Louis and Jud try it out on the family’s killed-by-a-truck cat. That doesn’t work out well. Then other things don’t work out well. King’s novel was adapted for the screen in 1989. Directed by Mary Lambert, that “Pet Sematary” was a squirrelly, wild-eyed movie. This version is more Hollywood smooth. It’s very well-acted by Jason Clarke, Amy Seimetz, John Lithgow and especially Jeté Laurence as young Ellie. Directors Kevin Kölsch and Dennis Widmyer, showing puzzling distrust of their strong source material, overload the movie with arbitrary jump scares. And they replace King’s despairing, tragic denouement with something altogether more glib. But when they settle into a groove that aligns with the novel’s, the movie delivers great unsettling jolts that approximate the power of King’s vision. I also appreciate the respect and good taste of the filmmakers’ choice of closing song, a blistering Starcrawler cover of the Ramones’s theme from the original movie."
49,High Life,http://www.nytimes.com/2019/04/04/movies/high-life-review.html,"Every so often in “High Life,” the latest from the French director Claire Denis, there’s a shot of outer space. A cosmic whatsit, the story largely takes place in a black-velvet void with pinpricks of light. Earth is far away, long ago, a memory. Not all that much happens in this immensity, though sometimes a colorful gassy emanation floods the screen and something — a wrench, a body — floats into the great nothing. Inside a spaceship, by contrast, there’s plenty of action: bodily fluids, spasms of violence, the rising and setting of Robert Pattinson’s head. It is an amazing head, its pale skin stretched across bone that is as geometrically distinct as a Cubist portrait. Denis, who has a seductive visual style, spends a lot of time focused on Pattinson’s skull in “High Life,” which centers on his desultory character, Monte. He’s one of a small criminal crew of good-looking men and women (Mia Goth, Lars Eidinger and the musician André Benjamin are onboard, too) who years ago agreed to participate in a space mission to avoid the death penalty. Their journey ostensibly has something to do with the earth’s looming environmental catastrophe, but mostly plays out as an excuse for Denis to explore the farther, darker side of her imagination. Denis’s work can be intoxicating, filled with strong, attention-seizing, mind-bending images that resonate powerfully. At times, beauty seems to stand alone, untethered to meaning; at other times, it underlines a tangible idea or generates significance by proxy. Years after seeing her film “Nénette et Boni” (1996), I don’t remember much about the story. But its startling, playfully erotic, intensely palpable reveries remain embedded in my memory: the white bunny nestled between a woman’s feathery high-heel mules, the baker’s wife with a creamy, teasing bosom who leans over a display of luscious pastries. “High Life” has its share of striking images that sometimes fit together like puzzle pieces or just float into nothingness, similarly to that errant wrench. The story starts to take shape shortly after the birth of a girl, whose unexpected arrival disrupts the ship’s already fragile stability. Named Willow (and played in turn by Scarlett Lindsey and Jessie Ross), the baby is the first to survive the experimental interventions of Dibs (Juliette Binoche), the ship’s demented doctor. Wearing a long, heavy rope of braided hair, signaling the crew’s many years in space, Dibs has a criminal past, too, but she also has dominion over the other crew members, whom she medicates to keep docile. Dibs isn’t running things, not at first, but she might as well be. She dresses the crew members’ wounds and tends to the sick, offers unwelcome douching advice to another woman and provides unorthodox if perhaps welcome T.L.C. to a dying man. Her most significant and unusual duty, though, is collecting semen (donors are rewarded with pills) that she uses to impregnate the women. Dibs has her reasons, naturally, though they’re so unpersuasive that you have to wonder why Denis bothered, especially given that narrative logic isn’t much of interest to her. What interests Denis is everything else, including the disembodied exchange of bodily fluids between a man and a woman. A few other things interest her, including desire, sublimated and unleashed. As is often the case in Denis’s movies, “High Life” vibrates with low-key erotic energy that can feel exciting, a little dangerous. (She wrote it with Jean-Pol Fargeau.) One reason is the obvious seductive appeal of performers like Pattinson, Binoche and Benjamin, whose faces and bodies are alternately flooded with flattering light or eye-straining washes of red and blue. But Denis doesn’t just prettify her actors: She lingers on their forms, their skin, stressing texture that becomes tactile. When her camera pans across a downy arm, you see it but also remember — and feel — the downiness and pleasures of other arms, legs, faces. Things happen, some ridiculous and exasperating, others effectively and productively surprising (like Dibs’s desperate, lonely sexual writhing). Pattinson’s vivid presence and intimate voice-over help shape a movie that often feels on the verge of disintegrating. He keeps you watching, as do the images of reverberant, often haunting power and beauty, including a fecund garden in which kale, berries and gourds grow in bleak contrast to the ship’s laboratory fetuses. But too often the ideas here, visual and otherwise, feel haphazard — outer and inner space, Pattinson’s head, sexual taboo, apocalypse now or maybe then — more like material for a vision board than a fully realized vision."
